season_number,episode_number,episode_id,user_id,uuid,vote_key,series_name
1,10,5818942,21667900,cb48d700-843c-474f-a8f3-ada19a267835,5818942-21667900-29,The Good Place
1,1,5845667,21667900,7e3eafca-5acb-4fcb-87be-cb7efe8a93bc,5845667-21667900-29,Scum's Wish
1,12,5904846,21667900,262c49af-06ae-4e4d-9b7e-215a0f49ba45,5904846-21667900-3,The Good Place
1,2,5906286,21667900,e9b0e36e-85cb-4b73-b1d3-24c93b2ef6cf,5906286-21667900-3,Scum's Wish
1,3,5906287,21667900,211fb53c-b4f6-4ef0-93dc-c62c37f9f17b,5906287-21667900-3,Scum's Wish
1,4,5906288,21667900,8d219259-4d6e-48b1-8b50-352a7cfb9b06,5906288-21667900-3,Scum's Wish
5,2,5937312,21667900,985926b0-b97f-4612-aa9a-cd6842d99f7c,5937312-21667900-5,House of Cards (US)
5,2,5937312,21667900,985926b0-b97f-4612-aa9a-cd6842d99f7c,5937312-21667900-29,House of Cards (US)
3,1,5966086,21667900,f5553c72-77f9-4a9a-915d-bc24f2bcc67d,5966086-21667900-19,Poldark (2015)
3,2,6091739,21667900,e89ea2b0-e5bd-4083-b431-203a760e8203,6091739-21667900-19,Poldark (2015)
3,3,6091741,21667900,587ae6d6-7a3b-4870-9032-b92e2c6b40e7,6091741-21667900-19,Poldark (2015)
3,3,6091741,21667900,587ae6d6-7a3b-4870-9032-b92e2c6b40e7,6091741-21667900-20,Poldark (2015)
1,1,6094695,21667900,dc6edaf8-ec2e-452d-b686-c821658b71da,6094695-21667900-3,A Silent Voice
2,3,6141746,21667900,1bce8d93-9b31-4fce-af37-3d2c47929348,6141746-21667900-5,The Good Place
2,6,6141749,21667900,13c811a6-12de-400d-8711-c09b9d43ab4b,6141749-21667900-29,The Good Place
2,7,6141750,21667900,b5f8367a-8b15-4180-afa7-631961169b87,6141750-21667900-5,The Good Place
2,7,6141750,21667900,b5f8367a-8b15-4180-afa7-631961169b87,6141750-21667900-29,The Good Place
3,6,6156573,21667900,ba21aec4-06e4-4a70-ba27-0e9ab1226a5d,6156573-21667900-19,Poldark (2015)
3,7,6156575,21667900,cc052881-9ffb-4927-b83e-2caea3594ac4,6156575-21667900-20,Poldark (2015)
3,8,6156576,21667900,625cc059-509c-4731-a9dc-7e5cb6ae9b86,6156576-21667900-20,Poldark (2015)
1,9,6172297,21667900,abb7dc22-46b7-4640-b57b-59439490eac8,6172297-21667900-29,Ozark
2,11,6215635,21667900,4612df41-005f-427d-8eab-3ebac891d09f,6215635-21667900-29,The Good Place
2,11,6215635,21667900,4612df41-005f-427d-8eab-3ebac891d09f,6215635-21667900-5,The Good Place
